Game_Number,XGID,Move,ND/NDR,DT/RDT,DD/RDD
555,XGID=-bAbBcBBBBBa---AA-ac--ba--:1:-1:-1:33:0:0:3:0:8,14/5 7/4,,,
555,XGID=-bAbBcBBBBB----AA--caaba--:1:-1:1:51:0:0:3:0:8,16/11 15/14,,,
555,XGID=-bAbBcBBBBBA--A----caaba--:1:-1:-1:21:0:0:3:0:8,6/5 6/4,,,
555,XGID=-bAbBcBBBBBA--A----abbba--:1:-1:1:61:0:0:3:0:8,14/7,,,
555,XGID=-bAbBcBCBBBA-------abbba--:1:-1:-1:32:0:0:3:0:8,6/1,,,
555,XGID=-bAbBcBCBBBA--------bbbaa-:1:-1:1:32:0:0:3:0:8,7/2,,,
555,XGID=-bBbBcBBBBBA--------bbbaa-:1:-1:-1:51:0:0:3:0:8,2/1,,,
555,XGID=-bBbBcBBBBBA--------bbb-b-:1:-1:1:63:0:0:3:0:8,11/2,,,
555,XGID=-bCbBcBBBBB---------bbb-b-:1:-1:-1:53:0:0:3:0:8,5/2,,,
555,XGID=-bCbBcBBBBB---------abbab-:1:-1:1:52:0:0:3:0:8,9/4 8/6,,,
555,XGID=-bCbCcCBAAB---------abbab-:1:-1:-1:21:0:0:3:0:8,5/2,,,
555,XGID=-bCbCcCBAAB----------bbbb-:1:-1:1:41:0:0:3:0:8,10/9 8/4,,,
555,XGID=-bCbDcCB-BA----------bbbb-:1:-1:-1:53:0:0:3:0:8,20/12,,,
555,XGID=-bCbDbCB-BA--a-------bbbb-:1:-1:1:43:0:0:3:0:8,10/6 9/6,,,
555,XGID=-bCbDbEB-A---a-------bbbb-:1:-1:-1:54:0:0:3:0:8,20/15 20/16*,,,
555,XGID=-bCbD-EB-aa--a-------bbbbA:1:-1:1:41:0:0:3:0:8,Cannot Move,,,
555,XGID=-bCbD-EB-aa--a-------bbbbA:1:-1:-1:61:0:0:3:0:8,16/10 12/11,,,
555,XGID=-bCbD-EB--a---aa-----bbbbA:1:-1:1:21:0:0:3:0:8,Cannot Move,,,
555,XGID=-bCbD-EB--a---aa-----bbbbA:1:-1:-1:44:0:0:3:0:8,24/20 24/16 15/11,,,
555,XGID=--CbDaEB-a----ba-----bbbbA:1:-1:1:51:0:0:3:0:8,Bar/19,,,
555,XGID=--CbDaEB-a----ba---A-bbbb-:1:-1:-1:32:0:0:3:0:8,11/6*,,,
555,XGID=--CbDaEB-a----aa---a-bbbbA:1:-1:1:64:0:0:3:0:8,Bar/19* 19/15*,,,
555,XGID=b-CbDaEB-a----aA-----bbbb-:1:-1:-1:31:0:0:3:0:8,Bar/24 Bar/22,,,
555,XGID=-aCcDaEB-a----aA-----bbbb-:1:-1:1:51:0:0:3:0:8,15/14* 14/9*,,,
555,XGID=baCcDaEB-A-----------bbbb-:1:-1:-1:31:0:0:3:0:8,Bar/24 Bar/22,,,
555,XGID=-bCdDaEB-A-----------bbbb-:1:-1:1:43:0:0:3:0:8,9/5* 5/2,,,
555,XGID=abDdD-EB-------------bbbb-:1:-1:-1:21:0:0:3:0:8,Bar/24 22/20,,,
555,XGID=-cDcDaEB-------------bbbb-:1:-1:1:43:0:0:3:0:8,7/4 6/2,,,
555,XGID=-cEcEaDA-------------bbbb-:1:-1:-1:62:0:0:3:0:8,24/18* 18/16,,,
555,XGID=-bEcEaD--a-----------bbbbA:1:-1:1:42:0:0:3:0:8,Cannot Move,,,
555,XGID=-bEcEaD--a-----------bbbbA:1:-1:-1:52:0:0:3:0:8,22/17 20/18,,,
555,XGID=-bEbE-Daaa-----------bbbbA:1:-1:1:43:0:0:3:0:8,Cannot Move,,,
555,XGID=-bEbE-Daaa-----------bbbbA:1:-1:-1:53:0:0:3:0:8,18/13 17/14,,,
555,XGID=-bEbE-D--a-aa--------bbbbA:1:-1:1:21:0:0:3:0:8,Cannot Move,,,
555,XGID=-bEbE-D--a-aa--------bbbbA:1:-1:-1:65:0:0:3:0:8,16/11 14/8,,,
555,XGID=-bEbE-D-----a-a--a---bbbbA:1:-1:1:44:0:0:3:0:8,Cannot Move,,,
555,XGID=-bEbE-D-----a-a--a---bbbbA:1:-1:-1:42:0:0:3:0:8,13/9 8/6,,,
555,XGID=-bEbE-D-------a-a--a-bbbbA:1:-1:1:55:0:0:3:0:8,Bar/5,,,
555,XGID=-bEbEAD-------a-a--a-bbbb-:1:-1:-1:51:0:0:3:0:8,11/6 9/8,,,
555,XGID=-bEbEAD----------a-b-bbbb-:1:-1:1:22:0:0:3:0:8,4/Off 2/Off(2),,,
555,XGID=-bCbDAD----------a-b-bbbb-:1:-1:-1:51:0:0:3:0:8,22/17 8/7,,,
555,XGID=-bCaDAD-a---------ab-bbbb-:1:-1:1:66:0:0:3:0:8,6/Off(4),,,
555,XGID=-bCaDA--a---------ab-bbbb-:1:-1:-1:54:0:0:3:0:8,24/20* 20/15,,,
555,XGID=-aCaD---a-a-------ab-bbbbA:1:-1:1:32:0:0:3:0:8,Cannot Move,,,
555,XGID=-aCaD---a-a-------ab-bbbbA:1:-1:-1:32:0:0:3:0:8,15/12 7/5,,,
555,XGID=-aCaD---a----a-----babbbbA:1:-1:1:22:0:0:3:0:8,Cannot Move,,,
555,XGID=-aCaD---a----a-----babbbbA:1:-1:-1:63:0:0:3:0:8,17/11 12/9,,,
555,XGID=-aCaD---------a-a--babbbbA:1:-1:1:11:0:0:3:0:8,Cannot Move,,,
555,XGID=-aCaD---------a-a--babbbbA:1:-1:-1:54:0:0:3:0:8,22/17 9/5,,,
555,XGID=-aC-D---a-----a----bbbbbbA:1:-1:1:41:0:0:3:0:8,Cannot Move,,,
555,XGID=-aC-D---a-----a----bbbbbbA:1:-1:-1:41:0:0:3:0:8,11/6,,,
555,XGID=-aC-D---a----------cbbbbbA:1:-1:1:63:0:0:3:0:8,Cannot Move,,,
555,XGID=-aC-D---a----------cbbbbbA:1:-1:-1:43:0:0:3:0:8,24/17,,,
555,XGID=--C-D---b----------cbbbbbA:1:-1:1:64:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D---b----------cbbbbbA:1:-1:-1:21:0:0:3:0:8,17/16 17/15,,,
555,XGID=--C-D----aa--------cbbbbbA:1:-1:1:62:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D----aa--------cbbbbbA:1:-1:-1:54:0:0:3:0:8,16/12 15/10,,,
555,XGID=--C-D--------a-a---cbbbbbA:1:-1:1:21:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D--------a-a---cbbbbbA:1:-1:-1:64:0:0:3:0:8,12/8 10/4,,,
555,XGID=--C-D------------a-cbcbbbA:1:-1:1:61:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D------------a-cbcbbbA:1:-1:-1:21:0:0:3:0:8,8/5,,,
555,XGID=--C-D--------------cccbbbA:1:-1:1:21:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D--------------cccbbbA:2:1:-1:D:0:0:3:0:8,,0.766,0.757,1.0
555,XGID=--C-D--------------cccbbbA:2:1:-1:32:0:0:3:0:8,5/Off,,,
555,XGID=--C-D--------------cbcbbbA:2:1:1:66:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D--------------cbcbbbA:2:1:-1:62:0:0:3:0:8,6/Off 4/2,,,
555,XGID=--C-D--------------bbbbcbA:2:1:1:42:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D--------------bbbbcbA:2:1:-1:52:0:0:3:0:8,5/3 5/Off,,,
555,XGID=--C-D--------------b-bccbA:2:1:1:33:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D--------------b-bccbA:2:1:-1:32:0:0:3:0:8,3/Off 2/Off,,,
555,XGID=--C-D--------------b-bbbbA:2:1:1:66:0:0:3:0:8,Cannot Move,,,
555,XGID=--C-D--------------b-bbbbA:2:1:-1:31:0:0:3:0:8,3/2 3/Off,,,
555,XGID=--C-D--------------b-b-cbA:2:1:1:54:0:0:3:0:8,Bar/16,,,
555,XGID=--C-D-----------A--b-b-cb-:2:1:-1:55:0:0:3:0:8,6/1(2) 4/Off(2),,,
555,XGID=--C-D-----------A------cd-:2:1:1:43:0:0:3:0:8,16/9,,,
555,XGID=--C-D----A-------------cd-:2:1:-1:61:0:0:3:0:8,2/Off 1/Off,,,
555,XGID=--C-D----A-------------bc-:2:1:1:64:0:0:3:0:8,9/Off,,,
555,XGID=--C-D------------------bc-:2:1:-1:52:0:0:3:0:8,2/Off(2),,,
555,XGID=--C-D-------------------c-:2:1:1:21:0:0:3:0:8,4/3 2/Off,,,
555,XGID=--BAC-------------------c-:2:1:-1:52:0:0:3:0:8,1/Off(2),,,
555,XGID=--BAC-------------------a-:2:1:1:21:0:0:3:0:8,4/3 2/Off,,,
555,XGID=--ABB-------------------a-:2:1:-1:64:0:0:3:0:8,1/Off,,,
556,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
556,XGID=-b----E-C---eE---c-e----B-:0:0:1:65:0:0:3:0:8,24/13,,,
556,XGID=-b----E-C---eF---c-e----A-:0:0:-1:65:0:0:3:0:8,24/13,,,
556,XGID=-a----E-C---fF---c-e----A-:0:0:1:33:0:0:3:0:8,13/10(2) 6/3(2),,,
556,XGID=-a-B--C-C-B-fD---c-e----A-:0:0:-1:11:0:0:3:0:8,8/7(2) 6/5(2),,,
556,XGID=-a-B--C-C-B-fD---abcb---A-:0:0:1:00:0:0:3:0:8,,0.288,0.102,1.0
556,XGID=-a-B--C-C-B-fD---abcb---A-:0:0:1:51:0:0:3:0:8,10/5 6/5,,,
556,XGID=-a-B-BB-C-A-fD---abcb---A-:0:0:-1:65:0:0:3:0:8,13/8 13/7,,,
556,XGID=-a-B-BB-C-A-dD---bccb---A-:0:0:1:66:0:0:3:0:8,13/1*(2),,,
556,XGID=aB-B-BB-C-A-dB---bccb---A-:0:0:-1:64:0:0:3:0:8,Bar/15*,,,
556,XGID=-B-B-BB-C-a-dB---bccb---AA:0:0:1:32:0:0:3:0:8,Bar/23 13/10*,,,
556,XGID=aB-B-BB-C-A-dA---bccb--AA-:0:0:-1:64:0:0:3:0:8,Bar/15*,,,
556,XGID=-B-B-BB-C-a-dA---bccb--AAA:0:0:1:66:0:0:3:0:8,Cannot Move,,,
556,XGID=-B-B-BB-C-a-dA---bccb--AAA:0:0:-1:D:0:0:3:0:8,,0.985,1.773,1.0
557,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
557,XGID=-b----E-C---eE---c-e----B-:0:0:1:42:0:0:3:0:8,8/4 6/4,,,
557,XGID=-b--B-D-B---eE---c-e----B-:0:0:-1:44:0:0:3:0:8,24/20(2) 13/9(2),,,
557,XGID=----BbD-B---cE--bc-e----B-:0:0:1:41:0:0:3:0:8,24/23 13/9,,,
557,XGID=----BbD-BA--cD--bc-e---AA-:0:0:-1:52:0:0:3:0:8,9/4 6/4,,,
557,XGID=----BbD-BA--cD--ac-d-b-AA-:0:0:1:43:0:0:3:0:8,23/16*,,,
557,XGID=a---BbD-BA--cD--Ac-d-b--A-:0:0:-1:22:0:0:3:0:8,Bar/23 13/9* 6/4,,,
557,XGID=--a-BbD-BA--bD--ac-c-c--AA:0:0:1:62:0:0:3:0:8,Bar/23 24/18,,,
557,XGID=--a-BbD-BA--bD--acAc-c-A--:0:0:-1:63:0:0:3:0:8,23/20 13/7*,,,
557,XGID=----BcD-BA--aD--acac-c-A-A:0:0:1:65:0:0:3:0:8,Bar/14,,,
557,XGID=----BcD-BA--aDA-acac-c-A--:1:1:-1:D:0:0:3:0:8,,0.493,0.504,1.0
557,XGID=----BcD-BA--aDA-acac-c-A--:1:1:-1:53:0:0:3:0:8,13/8 7/4,,,
557,XGID=----BcD-BA---DA-ad-c-d-A--:1:1:1:64:0:0:3:0:8,14/8 13/9,,,
557,XGID=----BcD-CB---C--ad-c-d-A--:1:1:-1:51:0:0:3:0:8,8/3 4/3,,,
557,XGID=----BcD-CB---C--ac-c-cbA--:1:1:1:33:0:0:3:0:8,13/10(2) 6/3(2),,,
557,XGID=---BBcB-CBB--A--ac-c-cbA--:1:1:-1:33:0:0:3:0:8,8/5(2) 8/2*,,,
557,XGID=---BBcB-CBB--A--a--cbcba-A:1:1:1:64:0:0:3:0:8,Cannot Move,,,
557,XGID=---BBcB-CBB--A--a--cbcba-A:1:1:-1:53:0:0:3:0:8,6/1 4/1,,,
557,XGID=---BBcB-CBB--A--a--bbbbabA:1:1:1:31:0:0:3:0:8,Cannot Move,,,
557,XGID=---BBcB-CBB--A--a--bbbbabA:1:1:-1:52:0:0:3:0:8,9/2,,,
557,XGID=---BBcB-CBB--A-----bbbbbbA:1:1:1:52:0:0:3:0:8,Cannot Move,,,
557,XGID=---BBcB-CBB--A-----bbbbbbA:1:1:-1:31:0:0:3:0:8,6/5 6/3,,,
557,XGID=---BBcB-CBB--A------cbcbbA:1:1:1:64:0:0:3:0:8,Bar/19 13/9,,,
557,XGID=---BBcB-CCB--------Acbcbb-:1:1:-1:62:0:0:3:0:8,20/14 3/1,,,
557,XGID=---BBbB-CCBa-------Acbbbc-:1:1:1:41:0:0:3:0:8,9/4,,,
557,XGID=---BCbB-CBBa-------Acbbbc-:1:1:-1:65:0:0:3:0:8,14/3,,,
557,XGID=---BCbB-CBB--------Acbcbc-:1:1:1:52:0:0:3:0:8,8/3 4/2,,,
557,XGID=--ACBbB-BBB--------Acbcbc-:1:1:-1:33:0:0:3:0:8,5/2(2) 4/1(2),,,
557,XGID=--ACBbB-BBB--------Aa-cde-:1:1:1:00:0:0:3:0:8,,0.721,0.706,1.0
557,XGID=--ACBbB-BBB--------Aa-cde-:1:1:1:44:0:0:3:0:8,19/15 10/6 10/2,,,
557,XGID=--BCBbC-BB-----A----a-cde-:1:1:-1:62:0:0:3:0:8,20/14 3/1,,,
557,XGID=--BCBaC-BB-a---A----a-bdf-:1:1:1:D:0:0:3:0:8,,0.892,1.408,1.0
558,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
558,XGID=-b----E-C---eE---c-e----B-:0:0:1:54:0:0:3:0:8,24/20 13/8,,,
558,XGID=-b----E-D---eD---c-eA---A-:0:0:-1:54:0:0:3:0:8,24/20 13/8,,,
558,XGID=-a---aE-D---dD---d-eA---A-:0:0:1:53:0:0:3:0:8,8/3 6/3,,,
558,XGID=-a-B-aD-C---dD---d-eA---A-:0:0:-1:62:0:0:3:0:8,24/18 20/18,,,
558,XGID=---B--DbC---dD---d-eA---A-:0:0:1:21:0:0:3:0:8,13/11 6/5,,,
558,XGID=---B-ACbC--AdC---d-eA---A-:0:0:-1:63:0:0:3:0:8,13/4,,,
558,XGID=---B-ACbC--AcC---d-eAa--A-:0:0:1:21:0:0:3:0:8,24/21*,,,
558,XGID=a--B-ACbC--AcC---d-eAA----:0:0:-1:65:0:0:3:0:8,Bar/20* 20/14*,,,
558,XGID=---B--CbC--acC---d-eAA---B:0:0:1:52:0:0:3:0:8,Bar/23 Bar/20,,,
558,XGID=---B--CbC--acC---d-eBA-A--:0:0:-1:43:0:0:3:0:8,14/10 13/10,,,
558,XGID=---B--CbC---bC-b-d-eBA-A--:0:0:1:53:0:0:3:0:8,21/16 8/5,,,
558,XGID=---B-ACbB---bC-bAd-eB--A--:0:0:-1:55:0:0:3:0:8,18/13(2) 8/3(2),,,
558,XGID=---B-AC-B---dC-bAb-eB-bA--:0:0:1:64:0:0:3:0:8,16/10 8/4,,,
558,XGID=---BAAC-A-A-dC-b-b-eB-bA--:0:0:-1:42:0:0:3:0:8,10/8 10/6,,,
558,XGID=---BAAC-A-A-dC---c-fB-bA--:0:0:1:52:0:0:3:0:8,10/5 6/4,,,
558,XGID=---BBBB-A---dC---c-fB-bA--:0:0:-1:55:0:0:3:0:8,13/8(4),,,
558,XGID=---BBBB-A----C---g-fB-bA--:0:0:1:54:0:0:3:0:8,13/9 13/8,,,
558,XGID=---BBBB-BA---A---g-fB-bA--:0:0:-1:55:0:0:3:0:8,8/3(2) 6/1(2),,,
558,XGID=---BBBB-BA---A---e-dB-dAb-:0:0:1:63:0:0:3:0:8,13/7 9/6,,,
558,XGID=---BBBCAB--------e-dB-dAb-:1:1:-1:D:0:0:3:0:8,,0.726,0.848,1.0
558,XGID=---BBBCAB--------e-dB-dAb-:1:1:-1:31:0:0:3:0:8,6/2*,,,
558,XGID=---BBBCAB--------e-cB-dabA:1:1:1:54:0:0:3:0:8,Bar/21 7/2,,,
558,XGID=--ABBBC-B--------e-cBAdab-:1:1:-1:53:0:0:3:0:8,8/3 6/3,,,
558,XGID=--ABBBC-B--------d-bBAfab-:1:1:1:41:0:0:3:0:8,8/7 6/2,,,
558,XGID=--BBBBBAA--------d-bBAfab-:1:1:-1:33:0:0:3:0:8,6/3(2),,,
558,XGID=--BBBBBAA--------d--BAhab-:1:1:1:64:0:0:3:0:8,20/10,,,
558,XGID=--BBBBBAA-A------d--AAhab-:1:1:-1:63:0:0:3:0:8,8/2 8/5*,,,
558,XGID=--BBBBBAA-A------b--aAhbbA:1:1:1:53:0:0:3:0:8,Bar/20* 10/7,,,
558,XGID=a-BBBBBBA--------b--AAhbb-:1:1:-1:53:0:0:3:0:8,Cannot Move,,,
558,XGID=a-BBBBBBA--------b--AAhbb-:1:1:1:00:0:0:3:0:8,,1.147,2.192,1.0
558,XGID=a-BBBBBBA--------b--AAhbb-:1:1:1:54:0:0:3:0:8,20/11,,,
558,XGID=a-BBBBBBA--A-----b---Ahbb-:1:1:-1:65:0:0:3:0:8,Cannot Move,,,
558,XGID=a-BBBBBBA--A-----b---Ahbb-:1:1:1:00:0:0:3:0:8,,1.117,2.129,1.0
558,XGID=a-BBBBBBA--A-----b---Ahbb-:1:1:1:32:0:0:3:0:8,11/6,,,
558,XGID=a-BBBBCBA--------b---Ahbb-:1:1:-1:52:0:0:3:0:8,Cannot Move,,,
558,XGID=a-BBBBCBA--------b---Ahbb-:1:1:1:00:0:0:3:0:8,,1.096,2.088,1.0
558,XGID=a-BBBBCBA--------b---Ahbb-:1:1:1:42:0:0:3:0:8,21/19 8/4,,,
558,XGID=a-BBCBCB---------b-A--hbb-:1:1:-1:43:0:0:3:0:8,Cannot Move,,,
558,XGID=a-BBCBCB---------b-A--hbb-:1:1:1:00:0:0:3:0:8,,1.078,2.069,1.0
558,XGID=a-BBCBCB---------b-A--hbb-:1:1:1:33:0:0:3:0:8,19/10 4/1,,,
558,XGID=aABBBBCB--A------b----hbb-:1:1:-1:22:0:0:3:0:8,Cannot Move,,,
558,XGID=aABBBBCB--A------b----hbb-:1:1:1:00:0:0:3:0:8,,1.083,2.109,1.0
558,XGID=aABBBBCB--A------b----hbb-:1:1:1:54:0:0:3:0:8,10/5 6/2,,,
558,XGID=aACBBCBB---------b----hbb-:1:1:-1:63:0:0:3:0:8,Cannot Move,,,
558,XGID=aACBBCBB---------b----hbb-:1:1:1:00:0:0:3:0:8,,1.058,2.036,1.0
558,XGID=aACBBCBB---------b----hbb-:1:1:1:52:0:0:3:0:8,6/4 6/1,,,
558,XGID=aBCBCC-B---------b----hbb-:1:1:-1:53:0:0:3:0:8,Cannot Move,,,
558,XGID=aBCBCC-B---------b----hbb-:1:1:1:00:0:0:3:0:8,,1.034,1.967,1.0
558,XGID=aBCBCC-B---------b----hbb-:1:1:1:44:0:0:3:0:8,7/3(2) 5/1 4/Off,,,
558,XGID=aCCDBB-----------b----hbb-:1:1:-1:42:0:0:3:0:8,Cannot Move,,,
558,XGID=aCCDBB-----------b----hbb-:1:1:1:00:0:0:3:0:8,,1.067,2.124,1.0
558,XGID=aCCDBB-----------b----hbb-:1:1:1:54:0:0:3:0:8,5/1 5/Off,,,
558,XGID=aDCDB------------b----hbb-:1:1:-1:53:0:0:3:0:8,Bar/17,,,
558,XGID=-DCDB---a--------b----hbb-:1:1:1:00:0:0:3:0:8,,1.003,2.001,1.0
558,XGID=-DCDB---a--------b----hbb-:1:1:1:65:0:0:3:0:8,4/Off(2),,,
558,XGID=-DCD----a--------b----hbb-:1:1:-1:21:0:0:3:0:8,17/16 8/6,,,
558,XGID=-DCD-----a-------a-a--hbb-:1:1:1:00:0:0:3:0:8,,1.005,2.01,1.0
558,XGID=-DCD-----a-------a-a--hbb-:1:1:1:32:0:0:3:0:8,3/Off 2/Off,,,
558,XGID=-DBC-----a-------a-a--hbb-:1:1:-1:54:0:0:3:0:8,16/7,,,
558,XGID=-DBC-------------aaa--hbb-:1:1:1:64:0:0:3:0:8,3/Off(2),,,
558,XGID=-DBA-------------aaa--hbb-:1:1:-1:21:0:0:3:0:8,8/5,,,
558,XGID=-DBA--------------aaa-hbb-:1:1:1:D:0:0:3:0:8,,,,
559,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
559,XGID=-b----E-C---eE---c-e----B-:0:0:1:41:0:0:3:0:8,24/23 13/9,,,
559,XGID=-b----E-CA--eD---c-e---AA-:0:0:-1:61:0:0:3:0:8,13/7 8/7,,,
559,XGID=-b----E-CA--dD---bbe---AA-:0:0:1:33:0:0:3:0:8,8/5(2) 6/3(2),,,
559,XGID=-b-B-BC-AA--dD---bbe---AA-:0:0:-1:52:0:0:3:0:8,13/11 13/8,,,
559,XGID=-b-B-BC-AA--bDa--cbe---AA-:0:0:1:66:0:0:3:0:8,13/7(4),,,
559,XGID=-b-B-BCDAA--b-a--cbe---AA-:0:0:-1:54:0:0:3:0:8,11/7 6/1*,,,
559,XGID=-b-B-BCDAA--b----ccd---AaA:1:-1:1:D:0:0:3:0:8,,0.731,0.805,1.0
559,XGID=-b-B-BCDAA--b----ccd---AaA:1:-1:1:31:0:0:3:0:8,Bar/24* 23/20,,,
559,XGID=ab-B-BCDAA--b----ccdA---A-:1:-1:-1:53:0:0:3:0:8,Cannot Move,,,
559,XGID=ab-B-BCDAA--b----ccdA---A-:1:-1:1:54:0:0:3:0:8,9/4 8/4,,,
559,XGID=ab-BBBCD----b----ccdA---A-:1:-1:-1:62:0:0:3:0:8,Bar/17,,,
559,XGID=-b-BBBCDa---b----ccdA---A-:1:-1:1:41:0:0:3:0:8,24/20 7/6,,,
559,XGID=-b-BBBDCa---b----ccdB-----:1:-1:-1:32:0:0:3:0:8,7/4 6/4,,,
559,XGID=-b-BBBDCa---b----cbcBb----:1:-1:1:54:0:0:3:0:8,7/2 6/2,,,
559,XGID=-bBBBBCBa---b----cbcBb----:1:-1:-1:61:0:0:3:0:8,17/10,,,
559,XGID=-bBBBBCB----b--a-cbcBb----:1:-1:1:21:0:0:3:0:8,6/3,,,
559,XGID=-bBCBBBB----b--a-cbcBb----:1:-1:-1:52:0:0:3:0:8,10/3,,,
559,XGID=-bBCBBBB----b----cbcBba---:1:-1:1:55:0:0:3:0:8,20/10(2),,,
559,XGID=-bBCBBBB--B-b----cbc-ba---:1:-1:-1:52:0:0:3:0:8,8/3 7/5,,,
559,XGID=-bBCBBBB--B-b----bacabb---:1:-1:1:62:0:0:3:0:8,10/8 10/4,,,
559,XGID=-bBCCBBBA---b----bacabb---:1:-1:-1:54:0:0:3:0:8,13/9 13/8,,,
559,XGID=-bBCCBBBA-------acacabb---:1:-1:1:51:0:0:3:0:8,7/6 7/2,,,
559,XGID=-bCCCBC-A-------acacabb---:1:-1:-1:21:0:0:3:0:8,8/7 8/6,,,
559,XGID=-bCCCBC-A-------aabdabb---:1:-1:1:64:0:0:3:0:8,8/4 6/Off,,,
559,XGID=-bCCDBB---------aabdabb---:1:-1:-1:32:0:0:3:0:8,8/5 6/4,,,
559,XGID=-bCCDBB---------a-bcbcb---:1:-1:1:61:0:0:3:0:8,6/5 6/Off,,,
559,XGID=-bCCDC----------a-bcbcb---:1:-1:-1:64:0:0:3:0:8,9/5 7/1,,,
559,XGID=-bCCDC------------acccb-a-:1:-1:1:63:0:0:3:0:8,5/Off 3/Off,,,
559,XGID=-bCBDB------------acccb-a-:1:-1:-1:65:0:0:3:0:8,24/13,,,
559,XGID=-aCBDB------a-----acccb-a-:1:-1:1:22:0:0:3:0:8,5/1*(2),,,
559,XGID=aBCBD-------a-----acccb-a-:1:-1:-1:64:0:0:3:0:8,Bar/15,,,
559,XGID=-BCBD-----a-a-----acccb-a-:1:-1:1:53:0:0:3:0:8,4/Off 3/Off,,,
559,XGID=-BCAC-----a-a-----acccb-a-:1:-1:-1:32:0:0:3:0:8,15/12 13/11,,,
559,XGID=-BCAC--------aa---acccb-a-:1:-1:1:63:0:0:3:0:8,4/Off 3/Off,,,
559,XGID=-BC-B--------aa---acccb-a-:1:-1:-1:32:0:0:3:0:8,11/6,,,
559,XGID=-BC-B--------a----adccb-a-:1:-1:1:51:0:0:3:0:8,4/Off 1/Off,,,
559,XGID=-AC-A--------a----adccb-a-:1:-1:-1:61:0:0:3:0:8,12/6 3/2,,,
559,XGID=-AC-A-------------aeccaaa-:1:-1:1:51:0:0:3:0:8,4/Off 1/Off,,,
559,XGID=--C---------------aeccaaa-:1:-1:-1:65:0:0:3:0:8,7/1 5/Off,,,
559,XGID=--C----------------ebcaab-:1:-1:1:61:0:0:3:0:8,2/1 2/Off,,,
559,XGID=-AA----------------ebcaab-:1:-1:-1:54:0:0:3:0:8,5/Off 4/Off,,,
559,XGID=-AA----------------eabaab-:1:-1:1:51:0:0:3:0:8,2/Off 1/Off,,,
560,XGID=-b----E-C---eE---c-e----B-:0:0:1:00:0:0:3:0:8,,,,
560,XGID=-b----E-C---eE---c-e----B-:0:0:1:64:0:0:3:0:8,24/18 13/9,,,
560,XGID=-b----E-CA--eD---cAe----A-:0:0:-1:55:0:0:3:0:8,8/3(2) 6/1*(2),,,
560,XGID=-b----E-CA--eD---aAc--b-bA:0:0:1:21:0:0:3:0:8,Bar/23 18/17*,,,
560,XGID=ab----E-CA--eD---A-c--bAb-:0:0:-1:61:0:0:3:0:8,Bar/18,,,
560,XGID=-b----EaCA--eD---A-c--bAb-:0:0:1:62:0:0:3:0:8,13/7* 9/7,,,
560,XGID=ab----EBC---eC---A-c--bAb-:0:0:-1:52:0:0:3:0:8,Bar/23 13/8*,,,
560,XGID=-ba---EBC---dC---a-c--bAbA:0:0:1:41:0:0:3:0:8,Bar/21 8/7,,,
560,XGID=-ba---ECB---dC---a-c-AbAb-:0:0:-1:41:0:0:3:0:8,23/22 8/4*,,,
560,XGID=-b-a--ECB---dC-----c-abAbA:0:0:1:21:0:0:3:0:8,Bar/23 6/5,,,
560,XGID=-b-a-ADCB---dC-----c-abBb-:0:0:-1:64:0:0:3:0:8,24/20* 22/16,,,
560,XGID=-a---aDCBa--dC-----c-abBbA:0:0:1:54:0:0:3:0:8,Bar/21* 13/8,,,
560,XGID=aa---aDCCa--dB-----c-AbBb-:0:0:-1:11:0:0:3:0:8,Bar/23 6/4*,,,
560,XGID=-aa--aDCCa--dB-----b-abBbA:0:0:1:61:0:0:3:0:8,Cannot Move,,,
560,XGID=-aa--aDCCa--dB-----b-abBbA:0:0:-1:22:0:0:3:0:8,24/20 13/11(2),,,
560,XGID=--a--bDCCa--bBb----b-abBbA:0:0:1:31:0:0:3:0:8,Cannot Move,,,
560,XGID=--a--bDCCa--bBb----b-abBbA:0:0:-1:00:0:0:3:0:8,,0.237,0.043,1.0
560,XGID=--a--bDCCa--bBb----b-abBbA:0:0:-1:53:0:0:3:0:8,23/20 16/11,,,
560,XGID=-----cDCC---bBc----b-abBbA:0:0:1:54:0:0:3:0:8,Bar/21* 23/18,,,
560,XGID=a----cDCC---bBc---Ab-AbAb-:0:0:-1:31:0:0:3:0:8,Bar/21,,,
560,XGID=----acDCC---bBc---Ab-AbAb-:0:0:1:43:0:0:3:0:8,8/4* 7/4,,,
560,XGID=a---BcDBB---bBc---Ab-AbAb-:0:0:-1:52:0:0:3:0:8,Bar/23 11/6,,,
